oid_,addnum_pre,add_number,addnum_suf,addno_full,st_premod,st_predir,st_pretyp,st_presep,st_name,st_postyp,st_posdir,st_posmod,stnam_full,building,floor,unit,room,seat,addtl_loc,subaddress,landmkname,county,inc_muni,post_city,census_plc,uninc_comm,nbrhd_comm,natamarea,natamsub,urbnztn_pr,placeother,placenmtyp,state,zip_code,plus_4,uuid,addauth,addrrefsys,longitude,latitude,natgrid,elevation,placement,addrpoint,related_id,relatetype,parcelsrc,parcel_id,addrclass,lifecycle,effective,expire,dateupdate,anomstatus,locatndesc,addr_type,delivertyp,nad_source,dataset_id
18634890,,3238,,3238,,North,,,CLIFTON,Avenue,,,North CLIFTON Avenue,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60657,,{54F8936C-EB56-490E-92A3-38DB7AA03274},chicago911.il.us.gov,,-87.65798707363135,41.941023914842695,16TDM4545643437,,Unknown,-87.65798707363135 41.941023914842695,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE443311@cityofchicago.org
18800476,,3045,,3045,,,,,OLD HIGHWAY 51,,North,,OLD HIGHWAY 51 North,,,,,,,,,Union,UNINCORPORATED,COBEN,,,,,,,,,IL,62920,,{2FD672CC-227C-44D4-9569-20FA71A8E778},Reserved for Future use,,-89.26281565959536,37.50066886294752,16SBG9997752820,0,Unknown,-89.26281565959536 37.50066886294752 0,,,,,Numbered Thoroughfare Address,,,,2009-09-14 00:00:00,,,Unknown,,State of Illinois,SITE5924@unioncountyil.gov
22232542,,8883,,8883,,,,,STIEGLITZ,Road,,,STIEGLITZ Road,,,,,,,,,Madison,UNINCORPORATED,DORSEY,,,,,,,,,IL,62021,,{1154A422-54F2-460A-9183-029DA7B1F87F},Reserved for future use,,-89.94149014203886,38.982070010822994,16SBJ4520318903,,Unknown,-89.94149014203886 38.982070010822994,,,,,Numbered Thoroughfare Address,,,,2025-08-04 18:14:53,,,Unknown,,State of Illinois,SITE160001191@madisoncountyil.gov
20181401,,237,,237,,,,,MILLCREEK,Lane,,,MILLCREEK Lane,,,,,,,,,DuPage,BLOOMINGDALE,Bloomingdale,,,,,,,,,IL,60108,,{C5988208-E7E3-491F-9BF4-18DE5031E0D6},Reserved for future use,,-88.06955253690751,41.94416072193058,16TDM1134444129,,Unknown,-88.06955253690751 41.94416072193058,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE90620@dupagecounty.gov
20144251,,459,,459,,,,,HILLSIDE,Avenue,,,HILLSIDE Avenue,,,,,,,,,DuPage,GLEN ELLYN,Glen Ellyn,,,,,,,,,IL,60137,,{D1970FEA-3F3F-428F-91CE-92485DB976DE},Reserved for future use,,-88.06948420296217,41.873764185874805,16TDM1125236313,,Unknown,-88.06948420296217 41.873764185874805,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE53387@dupagecounty.gov
18427822,,5018,,5018,,South,,,MAPLEWOOD,Avenue,,,South MAPLEWOOD Avenue,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60632,,{0C041F16-F8A7-4A34-820C-AB57063A6F17},chicago911.il.us.gov,,-87.68819607904486,41.80230707768217,16TDM4282928055,,Unknown,-87.68819607904486 41.80230707768217,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE232345@cityofchicago.org
21205524,,11601,,11601,,North,,,GROVE SCHOOL,Road,,,North GROVE SCHOOL Road,,,,,,,,,St. Clair,TRENTON,TRENTON,,,,,,,,,IL,62293,,{49819A14-1D5F-4E5E-961A-CB66F343ED47},Reserved For Future Use,,-89.72381462333747,38.584939130287616,16SBH6274874237,,Unknown,-89.72381462333747 38.584939130287616,,,,,Numbered Thoroughfare Address,,,,2011-08-16 00:00:00,,,Unknown,,State of Illinois,SITE1865@co.st-clair.il.us
21068027,,2805,,2805,,,,,BONANSINGA,Drive,,,BONANSINGA Drive,,,,,,,,,Adams,UNINCORPORATED,QUINCY,,,,,,,,,IL,62305,,{1BFC57CC-92FE-44A2-AD12-562F6359B9C6},@quincyadams911.org,,-91.41645393526095,39.965209556729256,15SXE3524225096,,Unknown,-91.41645393526095 39.965209556729256,,,,,Numbered Thoroughfare Address,,,,2021-07-08 00:00:00,,,Unknown,,State of Illinois,SITE:QREM:03505@quincyadams911.org
18293296,,2746,,2746,,West,,,SEIPP,Street,,,West SEIPP Street,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60652,,{1D2B3EAE-52B8-4837-9E04-BDAC9BB54545},chicago911.il.us.gov,,-87.69163229041514,41.737958708004996,16TDM4248620913,,Unknown,-87.69163229041514 41.737958708004996,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE94965@cityofchicago.org
18797543,,21846,,21846,,,,,MOUND,Street,,,MOUND Street,,,,,,,,,Alexander,UNINCORPORATED,OLIVE BRANCH,,,,,,,,,IL,62969,,{BD099EF6-F513-414E-9E37-9D610E796740},Reserved for Future use,,-89.3590035546683,37.16815444403493,16SBG9055216132,0,Unknown,-89.3590035546683 37.16815444403493 0,,,,,Numbered Thoroughfare Address,,,,2004-12-23 00:00:00,,,Unknown,,State of Illinois,SITE3018@unioncountyil.gov
19292741,,1975,,1975,,West,,,SOUTHMOR,Road,,,West SOUTHMOR Road,,,,,,,,,Grundy,UNINCORPORATED,MORRIS,,,,,,,,,IL,60450,,{A59B1981-1B73-422B-B410-41AFED31C40A},Reserved for future use,,-88.45965591764111,41.334506783724976,16TCL7786176919,,Unknown,-88.45965591764111 41.334506783724976,,,,,Numbered Thoroughfare Address,,,,2025-08-15 00:00:02,,,Unknown,,State of Illinois,SITE{E4277BFB-9EA3-442B-9AF5-8F2879415799}@grundy911.org
19999500,,5606,,5606,,,,,MEYER,Road,,,MEYER Road,,,,,,,,,McHenry,UNINCORPORATED,Marengo,,,,,,,,,IL,60152,,{6F1D5FF3-A04A-431D-BDF8-6396BABAEE3D},@mchenrycountyil.gov,,-88.62853190032875,42.24768300222492,16TCM6565178560,0,Unknown,-88.62853190032875 42.24768300222492 0,,,,,Numbered Thoroughfare Address,,,,2017-12-21 15:12:20,,,Unknown,,State of Illinois,SITE55611@mchenrycountyil.gov
20705763,,3239,,3239,,,,,NORMAN,Avenue,,,NORMAN Avenue,,,,,,,,,Will,JOLIET,JOLIET,,INCORPORATED,,,,,,,IL,60431,,{EF118C66-835A-4F0A-85E5-D6A56BE36D31},Reserved for Future Use,,-88.1630853389874,41.58345775397107,16TDM0304904182,0,Unknown,-88.1630853389874 41.58345775397107 0,,,,,Numbered Thoroughfare Address,,2015-11-16 00:00:00,,2023-09-22 00:00:00,,,Unknown,,State of Illinois,SITE236427@willcounty911.gov
19901885,,723,,723,,,,,KATHI,Drive,,,KATHI Drive,,,,,,,,,Kane,HAMPSHIRE,HAMPSHIRE,,,,,,,,,IL,60140,8354,{76DD4FA2-9907-450D-8781-B815CD600ADD},KaneCountyIL.gov,,-88.51321994275038,42.09321262230836,16TCM7486061233,,Unknown,-88.51321994275038 42.09321262230836,,,,,Numbered Thoroughfare Address,,,,2025-08-21 13:58:27,,,Unknown,,State of Illinois,SITE1639@kanecountyil.gov
21696698,,1115,,1115,,East,,,JEFFERSON,Street,,,East JEFFERSON Street,,,,,,,,,McDonough,MACOMB,MACOMB,,,,,,,,,IL,61455,,{3E1B465A-5527-483A-9D7D-A5ABC6295CBD},RESERVED FOR FUTURE USE,,-90.6576462332309,40.45608969324189,15TXE9861481015,,Unknown,-90.6576462332309 40.45608969324189,,,,,Numbered Thoroughfare Address,,,,2023-07-25 13:29:49,,,Unknown,,State of Illinois,SITE9718@911.mcdonough.il.us
20370412,,630,,630,,,,,AUTUMN,Drive,,,AUTUMN Drive,,,,,,,,,DuPage,ROSELLE,Roselle,,,,,,,,,IL,60172,,{6D8E5C46-7D8D-4BF6-9733-2875866E03D1},Reserved for future use,,-88.09680390033348,41.9711587128818,16TDM0912347155,,Unknown,-88.09680390033348 41.9711587128818,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE280568@dupagecounty.gov
21281335,,39,,39,,,,,DEERFIELD,Court,,,DEERFIELD Court,,,,,,,,,St. Clair,FREEBURG,FREEBURG,,,,,,,,,IL,62243,,{6F0D5ECF-E413-4768-95A2-15C2836A7A8D},Reserved For Future Use,,-89.91585802425188,38.43902700375059,16SBH4550458555,,Unknown,-89.91585802425188 38.43902700375059,,,,,Numbered Thoroughfare Address,,,,2022-05-17 00:00:00,,,Unknown,,State of Illinois,SITE81673@co.st-clair.il.us
21953497,,5214,,5214,,West,,,ANCIENT OAK,Drive,,,West ANCIENT OAK Drive,,,,,,,,,Peoria,PEORIA,PEORIA,,,,,,,,,IL,61615,,{136C2E6E-4E7D-42A5-89D7-E00227DB813E},Reserved for future use,,-89.67378351234053,40.76464326016696,16TBL7432016070,,Structure - Rooftop,-89.67378351234053 40.76464326016696,,,,,Numbered Thoroughfare Address,,,,2021-03-06 00:00:00,,,Unknown,,State of Illinois,SITE18497@peoriagov.org
19230502,,900,,900,,,,,5TH,Avenue,,,5TH Avenue,,,,,,,,,Rock Island,SILVIS,SILVIS,,,,,,,,,IL,61282,,{E8CDD55E-1C4C-4072-B49E-6E8CC3B1EC7A},rockislandcountyil.gov,,-90.4166177672471,41.50616743608668,15TYF1560498171,,Unknown,-90.4166177672471 41.50616743608668,,,,,Numbered Thoroughfare Address,,,,2020-04-29 17:04:57,,,Unknown,,State of Illinois,SITE17459@rockislandcountyil.gov
22118605,,7450,,7450,,,,,LINCOLN,Avenue,,,LINCOLN Avenue,,,512,,,,512,,Cook,SKOKIE,SKOKIE,,,,,,,,,IL,60076,,{E71351B6-A898-4EC6-876A-D8607034F240},Reserved for future use,,-87.74633791435039,42.016862914162374,16TDM3820651917,,Unknown,-87.74633791435039 42.016862914162374,,,,,Numbered Thoroughfare Address,,,,2024-05-10 14:03:53,,,Unknown,,State of Illinois,SITE009388@skokie.org
21214716,,622,,622,,West,,,MAIN,Street,,,West MAIN Street,,,,,,,,,St. Clair,MASCOUTAH,MASCOUTAH,,,,,,,,,IL,62258,,{0409DDDC-C238-445B-84B1-90A1280F2523},Reserved For Future Use,,-89.8076253049487,38.49065145521933,16SBH5512763991,,Unknown,-89.8076253049487 38.49065145521933,,,,,Numbered Thoroughfare Address,,,,2012-11-29 00:00:00,,,Unknown,,State of Illinois,SITE11446@co.st-clair.il.us
21710633,,2819,,2819,,,,,WOODMERE,Drive,,,WOODMERE Drive,,,,,,,,,Cook,NORTHBROOK,NORTHBROOK,,,,,,,,,IL,60062,,{E39CF606-67A3-4D2E-9D73-FD6CE2A4BD3D},Reserved for future use,,-87.8499525528814,42.11520746916628,16TDM2973562917,,Unknown,-87.8499525528814 42.11520746916628,,,,,Numbered Thoroughfare Address,,,,2015-03-24 12:45:14,,,Unknown,,State of Illinois,SITE02291128@northbrook.il.us
21934212,,847,,847,,North,,,GALENA,Avenue,,,North GALENA Avenue,,,,,,,,,Lee,DIXON,DIXON,,,,,,,,,IL,61021,,{9FC67FE4-5C48-446D-92CA-2FC5834240B6},Reserved for future use,,-89.4890553317366,41.85504735409923,16TBM9338736678,,Unknown,-89.4890553317366 41.85504735409923,,,,,Numbered Thoroughfare Address,,,,2021-01-28 00:00:00,,,Unknown,,State of Illinois,SITE19388@leecountyil.gov
22259762,,301,,301,,,,,ROSEMARY,Drive,,,ROSEMARY Drive,,,,,,,,,Madison,COLLINSVILLE,COLLINSVILLE,,,,,,,,,IL,62234,,{3DB7C607-E08A-47E5-A09B-1119A0EE08E8},Reserved for future use,,-89.97203483529759,38.69678464191841,16SBH4152587322,,Unknown,-89.97203483529759 38.69678464191841,,,,,Numbered Thoroughfare Address,,,,2025-08-04 18:14:53,,,Unknown,,State of Illinois,SITE130020036@madisoncountyil.gov
17932938,,814,,814,,,,,SHADWELL,Street,,,SHADWELL Street,,,,,,,,,Clay,FLORA,FLORA,,,,,,,,,IL,62839,,{635E83DE-7216-40EC-AAEC-EBE2B1344363},Reserved for Future Use,,-88.4743385306171,38.67625076610888,16SCH7175181882,0,Unknown,-88.4743385306171 38.67625076610888 0,,,,,Numbered Thoroughfare Address,,,,2001-01-01 00:00:00,,,Unknown,,State of Illinois,SITE1939@claycounty.illinois.gov
21172769,,10291,,10291,,East,,,DEER CREEK,Lane,,,East DEER CREEK Lane,,,,,,,,,Ogle,UNINCORPORATED,ROCHELLE,,,,,,,,,IL,61068,,{114AD898-8252-432F-AB56-D9890567BA83},Reserved for future use,,-89.14590117492374,41.9460728960045,16TCM2212746015,,Unknown,-89.14590117492374 41.9460728960045,,,,,Numbered Thoroughfare Address,,,,2025-09-18 11:57:42,,,Unknown,,State of Illinois,SITE6054@oglecountyil.gov
20869859,,1841,,1841,,,,,COURTWRIGHT,Drive,,,COURTWRIGHT Drive,,,,,,,,,Kendall,JOLIET,PLAINFIELD,,,,,,,,,IL,60586,,{7904E457-E018-4EA0-9683-33A810F7F5A0},Reserved for future use,,-88.26017132296904,41.55412421010471,16TCM9490901039,,Unknown,-88.26017132296904 41.55412421010471,,,,,Numbered Thoroughfare Address,,,,2022-08-29 05:00:00,,,Unknown,,State of Illinois,SITE43968@kencom911.com
21695994,,403,,403,,West,,,JEFFERSON,Street,,,West JEFFERSON Street,,,,,,,,,McDonough,MACOMB,MACOMB,,,,,,,,,IL,61455,,{9DD8365B-44AC-4542-A250-4A635E7892D2},RESERVED FOR FUTURE USE,,-90.67704250682696,40.456364494784125,15TXE9696981002,,Unknown,-90.67704250682696 40.456364494784125,,,,,Numbered Thoroughfare Address,,,,2023-07-25 13:29:49,,,Unknown,,State of Illinois,SITE9012@911.mcdonough.il.us
19989982,,100,,100,,,,,ROSE,Avenue,,,ROSE Avenue,,,,,,,,,McHenry,UNINCORPORATED,Crystal Lake,,,,,,,,,IL,60014,,{53C3C35E-3560-468A-AE4F-16391E0B42AB},@mchenrycountyil.gov,,-88.37564072377567,42.2331675379022,16TCM8648876581,0,Unknown,-88.37564072377567 42.2331675379022 0,,,,,Numbered Thoroughfare Address,,,,2017-04-20 10:36:29,,,Unknown,,State of Illinois,SITE46093@mchenrycountyil.gov
17706675,,532,,532,,,,,EDGEWOOD,Lane,,,EDGEWOOD Lane,,,,,,,,,Cook,ELK GROVE VILLAGE,Elk Grove Village,,,,,,,,,IL,60007,,{85D5D910-98E6-4BAA-8683-1BFE2639CB6E},RESERVED FOR FUTURE USE,,-87.9812960291748,42.01929353032517,16TDM1875552384,,Unknown,-87.9812960291748 42.01929353032517,,,,,Numbered Thoroughfare Address,,2025-03-18 00:00:00,,2025-03-18 00:00:00,,,Unknown,,State of Illinois,SITE26043@nwcds.org
22404854,,3337,,3337,,,,,ST MICHEL,Court,,,ST MICHEL Court,,,,,,,,,Kane,SAINT CHARLES,SAINT CHARLES,,,,,,,,,IL,60175,6097,{6AB098BB-92D9-4BEF-90F6-C562D9DF8572},Reserved for future use,,-88.35819652163137,41.91380014509038,16TCM8736441097,,Parcel - Other,-88.35819652163137 41.91380014509038,,,,,Numbered Thoroughfare Address,,,,2020-04-09 16:32:26,,,Unknown,,State of Illinois,SITE135506@tri-com911.org
22278124,,1411,,1411,,,,,TROY,Road,,,TROY Road,,,A,,,,A,,Madison,EDWARDSVILLE,EDWARDSVILLE,,,,,,,,,IL,62025,,{A7BDFD43-47BF-4040-8A21-D26D493628DA},Reserved for future use,,-89.95152842996163,38.79569654387476,16SBH4366498243,,Unknown,-89.95152842996163 38.79569654387476,,,,,Numbered Thoroughfare Address,,2020-03-30 20:42:38,,2025-08-04 18:14:53,,,Unknown,,State of Illinois,SITE140031835@madisoncountyil.gov
18104001,,127,,127,,North,,,DIVISION,Street,,,North DIVISION Street,,,,,,,,,Henry,WOODHULL,WOODHULL,,,,,,,,,IL,61490,,{AB426FEB-2DF2-426A-9D81-A6107AC05278},Reserved for Future Use,,-90.31580714082374,41.177935063270546,15TYF2514761983,0,Unknown,-90.31580714082374 41.177935063270546 0,,,,,Numbered Thoroughfare Address,,,,2022-02-28 00:00:00,,,Unknown,,State of Illinois,SITE915@henrycounty911.org
21582094,,22320,,22320,,,,,CLASSIC,Court,,,CLASSIC Court,,,APARTMENT 221,,,,APARTMENT 221,,Lake,LAKE BARRINGTON,LAKE BARRINGTON,,,,,,,,,IL,60010,5926,{6B8D44F6-D0E4-4319-8726-2DD427F4E6FB},lakecountyil.gov,,-88.1972293282647,42.187988672715775,16TDM0113971342,,Structure - Rooftop,-88.1972293282647 42.187988672715775,,,,,Numbered Thoroughfare Address,,,,2020-09-30 10:08:01,,,Unknown,,State of Illinois,SITE129203@lakecounty911.org
22118330,,9445,,9445,,,,,KENTON,Avenue,,,KENTON Avenue,,,,,,,,,Cook,SKOKIE,SKOKIE,,,,,,,,,IL,60076,,{3C969EDF-42CB-472B-B8A2-6BBA1F081743},Reserved for future use,,-87.74162517360517,42.052884138010896,16TDM3863155913,,Unknown,-87.74162517360517 42.052884138010896,,,,,Numbered Thoroughfare Address,,,,2020-04-02 10:13:01,,,Unknown,,State of Illinois,SITE009892798@skokie.org
22422158,,7001,,7001,,West,,,114TH,Street,,,West 114TH Street,,,,,,,,,Cook,WORTH,WORTH,,,,,,,,,IL,60482,,{658094E6-135E-4D6F-9066-C16EC16417CD},cookcountyil.gov,,-87.79297953266,41.68430779600342,16TDM3400315029,,Unknown,-87.79297953266 41.68430779600342,,,,,Numbered Thoroughfare Address,,,,2025-10-27 12:16:58,,,Unknown,,State of Illinois,SITE3385@cookcountyil.gov
21566216,,652,,652,,East,,,GRAND,Avenue,,,East GRAND Avenue,,,,,,,,,Lake,LAKE VILLA,LAKE VILLA,,,,,,,,,IL,60046,9152,{E24B9D0F-550A-4FCB-81E9-C0598A1B5F8D},lakecountyil.gov,,-88.0660261760052,42.41581344681305,16TDM1229096495,,Structure - Rooftop,-88.0660261760052 42.41581344681305,,,,,Numbered Thoroughfare Address,,,,2020-09-30 10:07:57,,,Unknown,,State of Illinois,SITE113325@lakecounty911.org
19541149,,821,,821,,,,,GARDEN,Drive,,,GARDEN Drive,,,,,,,,,Kankakee,MANTENO,MANTENO,,,,,,,,,IL,60950,,{127B9294-11E6-40B6-AE04-8A2D9CE756FA},Reserved for future use,,-87.82099364032234,41.24254171805476,16TDL3120666006,,Unknown,-87.82099364032234 41.24254171805476,,,,,Numbered Thoroughfare Address,,,,2020-11-11 13:37:02,,,Unknown,,State of Illinois,SITE33337@k3county.net
18266321,,352,,352,,East,,,95TH,Street,,,East 95TH Street,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60619,,{61B8C9B9-1148-4AEF-BC9C-8C42F4A735A1},chicago911.il.us.gov,,-87.61450193400752,41.72214285884693,16TDM4888719109,,Unknown,-87.61450193400752 41.72214285884693,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE70172@cityofchicago.org
18605315,,3937,,3937,,West,,,FULLERTON,Avenue,,,West FULLERTON Avenue,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60647,,{2A7C4CD3-9681-44EE-87CF-C96047B87B2A},chicago911.il.us.gov,,-87.72580801986638,41.92419244069552,16TDM3981841614,,Unknown,-87.72580801986638 41.92419244069552,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE399487@cityofchicago.org
19995484,,6313,,6313,,,,,SILVER LAKE,Trail,,,SILVER LAKE Trail,,,,,,,,,McHenry,UNINCORPORATED,Cary,,,,,,,,,IL,60013,,{8A0EE5A2-16C2-4304-82DF-6B372C4B7403},@mchenrycountyil.gov,,-88.24783920762951,42.238089270059284,16TCM9704276965,0,Unknown,-88.24783920762951 42.238089270059284 0,,,,,Numbered Thoroughfare Address,,,,2017-12-21 15:11:37,,,Unknown,,State of Illinois,SITE51595@mchenrycountyil.gov
21781136,,501,,501,,North,,,WEST,Street,,,North WEST Street,,,,,,,,,Livingston,UNINCORPORATED,ODELL,,,,,,,,,IL,60460,,{F301FD4D-568B-4119-A2C2-10A724A1D767},Reserved for future use,,-88.52104987076919,41.00817891768841,16TCL7209140779,,Unknown,-88.52104987076919 41.00817891768841,,,,,Numbered Thoroughfare Address,,,,2023-03-05 14:18:21,,,Unknown,,State of Illinois,SITE12433@livingstoncountyil.gov
20219567,,210,,210,,West,,,ETHEL,Avenue,,,West ETHEL Avenue,,,,,,,,,DuPage,LOMBARD,Lombard,,,,,,,,,IL,60148,,{2CBBD547-5B1B-48A0-8A94-881402C28DF5},Reserved for future use,,-88.02116687630472,41.87064490699784,16TDM1525735918,,Unknown,-88.02116687630472 41.87064490699784,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE128913@dupagecounty.gov
17954235,,509,,509,,,,,FOREST,Avenue,,,FOREST Avenue,,,,,,,,,Cook,WILLOW SPRINGS,WILLOW SPRINGS,,,,,,,,,IL,60480,1422,{F040EEC5-9C7D-4029-ADC9-58A00E20E8B7},Reserved for future use,,-87.86032513087085,41.73435784005164,16TDM2845420640,,Unknown,-87.86032513087085 41.73435784005164,,,,,Numbered Thoroughfare Address,,,,2024-08-08 00:00:00,,,Unknown,,State of Illinois,SITE14129@hillside-il.org
19360045,,1430,,1430,,,,,MAPLE,Avenue,,,MAPLE Avenue,,,,,,,,,Cook,WILMETTE,WILMETTE,,,,,,,,,IL,60091,,{E6ED50F0-325E-4086-869F-031446CD1AD0},Reserved for future use,,-87.7140576220638,42.07180493831643,16TDM4092957995,,Unknown,-87.7140576220638 42.07180493831643,,,,,Numbered Thoroughfare Address,,,,2020-02-14 15:07:26,,,Unknown,,State of Illinois,SITE032504128@glenview.il.us
18466117,,348,,348,,West,,,31ST,Street,,,West 31ST Street,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60616,,{68DD7D37-6F53-4309-8ACB-A3736601BD3D},chicago911.il.us.gov,,-87.63600722371862,41.83838522714766,16TDM4719432028,,Unknown,-87.63600722371862 41.83838522714766,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE272043@cityofchicago.org
22282397,,2530,,2530,,,,,PARKVIEW,Drive,,,PARKVIEW Drive,,,10,,,,10,,Madison,GRANITE CITY,GRANITE CITY,,,,,,,,,IL,62040,,{71A1D15B-FD67-42E2-9A21-714F9DD6FB34},Reserved for future use,,-90.10160756418104,38.71861957614212,15SYC5199189540,,Unknown,-90.10160756418104 38.71861957614212,,,,,Numbered Thoroughfare Address,,2020-03-31 19:49:43,,2025-08-04 18:14:53,,,Unknown,,State of Illinois,SITE220011375@madisoncountyil.gov
20681121,,1911,,1911,,,,,CLEMENT,Street,,,CLEMENT Street,,,,,,,,,Will,CREST HILL,CREST HILL,,INCORPORATED,,,,,,,IL,60403,,{3D9A4F5C-5A7B-4E1F-AEE3-AE1C89CD078C},Reserved for Future Use,,-88.09746199173757,41.558589295985115,16TDM0848401350,0,Unknown,-88.09746199173757 41.558589295985115 0,,,,,Numbered Thoroughfare Address,,2015-11-17 00:00:00,,2023-09-22 00:00:00,,,Unknown,,State of Illinois,SITE211784@willcounty911.gov
19877342,,4525,,4525,,,,,SQUAW VALLEY,Drive,,,SQUAW VALLEY Drive,,,,,,,,,Winnebago,Unincorporated,Loves Park,,,,,,,,,IL,61111,,{88DC17BD-F62F-4FFC-97DE-FD6C85D92BAD},Reserved for future use,,-88.97174718480174,42.327488688931616,16TCM3754188020,,Unknown,-88.97174718480174 42.327488688931616,,,,,Numbered Thoroughfare Address,,,,2025-08-22 10:00:51,,,Unknown,,State of Illinois,SITE133773@wincoil.gov
19580131,,815,,815,,,,,BRUNS,Lane,,,BRUNS Lane,,,,,,,,,Sangamon,SPRINGFIELD,SPRINGFIELD,,,,,,,,,IL,62702,,{CDE0B90D-4319-4E2F-BCD5-4841493EFC9F},Reserved for future use,,-89.6874367494257,39.81157696399777,16SBK6995610300,,Unknown,-89.6874367494257 39.81157696399777,,,,,Numbered Thoroughfare Address,,,,2025-08-26 17:10:22,,,Unknown,,State of Illinois,SITE25465@sangamonil.gov
19094057,,8,,8,,,,,FAWN,Drive,,,FAWN Drive,,,,,,,,,Cass,UNINCORPORATED,BEARDSTOWN,,,,,,,,,IL,62618,,{EDFD7680-DFCC-4578-9321-3B4E8486B480},RESERVED FOR FUTURE USE,,-90.3684993365767,39.994450935945345,15SYE2465630458,,Unknown,-90.3684993365767 39.994450935945345,,,,,Numbered Thoroughfare Address,,,,2020-08-20 00:00:00,,,Unknown,,State of Illinois,SITE54165@casscomm.com
20900340,,3994,,3994,,North,,,1500 EAST,Road,,,North 1500 EAST Road,,,,,,,,,Vermilion,UNINCORPORATED,RIDGE FARM,,ELWOOD TOWNSHIP,,,,,,,IL,61870,,{DCEA0024-1A8F-4071-9391-F30FA8F2A484},Reserved for future use,,-87.6552004043986,39.925471324133206,16SDK4401119690,,Unknown,-87.6552004043986 39.925471324133206,,,,,Numbered Thoroughfare Address,,2024-05-21 18:18:00,,2024-05-21 18:18:00,,,Unknown,,State of Illinois,SITE6999@vercounty.org
18686049,,4424,,4424,,North,,,CALIFORNIA,Avenue,,,North CALIFORNIA Avenue,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60625,,{1854CE41-3DAA-44BB-929D-7DD17B33C53C},chicago911.il.us.gov,,-87.69879677970913,41.96201521879135,16TDM4209245794,,Unknown,-87.69879677970913 41.96201521879135,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE493417@cityofchicago.org
22414586,,1017,,1017,,,,,ATTERBERG,Road,,,ATTERBERG Road,,,,,,,,,Kane,SOUTH ELGIN,SOUTH ELGIN,,,,,,,,,IL,60177,,{9F53B2C9-A318-41B1-89C6-4A9EA2167158},Reserved for future use,,-88.2717494059338,41.993240417182434,16TCM9466449807,,Parcel - Other,-88.2717494059338 41.993240417182434,,,,,Numbered Thoroughfare Address,,,,2020-10-08 16:32:26,,,Unknown,,State of Illinois,SITE145300@tri-com911.org
21117213,,10410,,10410,,,,,PLEASANT RIDGE,Road,,,PLEASANT RIDGE Road,,,,,,,,,Randolph,UNINCORPORATED,ROCKWOOD,,,,,,,,,IL,62280,,{8B5D0448-4B78-44DD-9343-01F14A6F4C46},Reserved for Future Use,,-89.74316383689073,37.86875345992529,16SBG5870694800,0,Unknown,-89.74316383689073 37.86875345992529 0,,,,,Numbered Thoroughfare Address,,2021-01-28 00:00:00,2999-07-31 00:00:00,2021-01-28 00:00:00,,,Unknown,,State of Illinois,SITE20619@randolphcountyil.gov
19769819,,744,,744,,,,,JOHN,Street,,,JOHN Street,,,,,,,,,Winnebago,Unincorporated,Rockford,,,,,,,,,IL,61103,,{99D3E611-46E7-45C2-B9E3-5D1665966E23},Reserved for future use,,-89.0899990857599,42.28555080229812,16TCM2768383596,,Unknown,-89.0899990857599 42.28555080229812,,,,,Numbered Thoroughfare Address,,,,2025-08-22 10:00:51,,,Unknown,,State of Illinois,SITE11636@wincoil.gov
20351648,,807,,807,,,,,THE PINES,,,,THE PINES,,,,,,,,,DuPage,HINSDALE,Hinsdale,,,,,,,,,IL,60521,0000,{A24CA188-E004-4EC2-9494-B71E4EE1FCD6},Reserved for future use,,-87.9331004107636,41.81523148826193,16TDM2249929682,,Unknown,-87.9331004107636 41.81523148826193,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE261713@dupagecounty.gov
